[2025-06-08, 16:49:44:719] info :	 INSERT INTO exercises (USER_ID, DESCRIPTION, DURATION, DATE) VALUES (id_1, Swimming, 45, Fri Oct 01 1999) RETURNING _ID
[2025-06-08, 16:49:44:719] info :	 Result: {"_id":2}
[2025-06-08, 16:49:44:724] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:724] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:726] info :	 INSERT INTO exercises (USER_ID, DESCRIPTION, DURATION, DATE) VALUES (id_1, Cycling, 60, Sun Jan 02 2022) RETURNING _ID
[2025-06-08, 16:49:44:726] info :	 Result: {"_id":3}
[2025-06-08, 16:49:44:729] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:730] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:731] info :	 INSERT INTO exercises (USER_ID, DESCRIPTION, DURATION, DATE) VALUES (id_1, Hiking, 120, Thu Feb 03 2022) RETURNING _ID
[2025-06-08, 16:49:44:732] info :	 Result: {"_id":4}
[2025-06-08, 16:49:44:736] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:736] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:737] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1
[2025-06-08, 16:49:44:737] info :	 Result: [{"description":"Running","duration":30,"date":"2023-10-01T00:00:00.000Z"},{"description":"Swimming","duration":45,"date":"1999-10-01T00:00:00.000Z"},{"description":"Cycling","duration":60,"date":"2022-01-02T00:00:00.000Z"},{"description":"Hiking","duration":120,"date":"2022-02-03T00:00:00.000Z"}]
[2025-06-08, 16:49:44:744] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:744] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:745] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 LIMIT 2
[2025-06-08, 16:49:44:745] info :	 Result: [{"description":"Running","duration":30,"date":"2023-10-01T00:00:00.000Z"},{"description":"Swimming","duration":45,"date":"1999-10-01T00:00:00.000Z"}]
[2025-06-08, 16:49:44:755] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:755] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:756] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 AND DATE >= Wed Jan 01 2020
[2025-06-08, 16:49:44:756] info :	 Result: [{"description":"Running","duration":30,"date":"2023-10-01T00:00:00.000Z"},{"description":"Cycling","duration":60,"date":"2022-01-02T00:00:00.000Z"},{"description":"Hiking","duration":120,"date":"2022-02-03T00:00:00.000Z"}]
[2025-06-08, 16:49:44:760] info :	 SELECT * FROM USERS WHERE _ID=id_1
